,star,好,乐,哀,怒,惧,恶,惊,contents
6562,2,9,0,5,0,0,3,0,第期把我看得禁不住抽泣出声看过这些离别才懂得真正的相处有多么多的无奈和复杂性才懂得理解亲密关系中的爱恨交加如果两个人决定在一起答应我一定要有离婚的勇气忘记自己有没有看哭了不过那一幕你一定要活成自己喜欢的样子真的感动到我了两个善良的人结婚了不是因为爱情如今这种历经沧桑感情令人欣赏可是爱无能是令人难过的
11033,0,0,2,5,1,0,3,0,难得看到这样真情实感的综艺讲述的是离婚这么一个体现人类复杂情绪的故事并通过旅行的方式把亲密关系放置在相对纯粹的环境中讨论不解埋怨愤怒无奈受伤妥协释然回忆各种情感相互交织人在亲密关系中学会与他们相处也在学会寻找自己自我是需要与外界触碰来了解的演播室的嘉宾共情能力很强吐槽到位暴风哭泣也是同时也在他们身上看到了自己的影子学到了很多的道理记下了不少的金句对感情的了解更深了一些
9129,0,5,2,5,0,0,0,0,之前看韩国打算出一个离婚综艺觉得是噱头今天看了大陆的这档离婚综艺却觉得是充满了人生智慧三对夫妻已经离婚正在离婚打算离婚不同的阶段不同的人不同的状态不同的相处模式借助观察团的视角分析情侣相处之道觉得很透彻有收获到一些人生见解再配上大美新疆的风景很不错
1719,0,1,0,4,0,0,0,0,一个离婚节目可以看得我几次姨母笑出声每次他们结尾圈：你今天还想离婚吗我就在心里问自己：你今天还想恋爱吗从旁观者角度看他人会有很多反省对沟通退让也有了新的看法没能在一起又怎样好好道别吧
3128,0,0,0,4,0,0,1,0,起初当作写作素材来看后来真切的难过在看到最后一期加享彩蛋又很怪罪节目组为什么要把处于情感最痛苦的人置于按在这个痛苦里长达天
10258,0,5,2,4,1,0,3,0,没想到本年度最爱的综艺竟是一款离婚综艺也是赚了最多眼泪的综艺最讨厌在恋综里磕糖因为恋综是普通恋爱剧也能呈现的丰富程度简而言之就是弱智但离婚综艺里是影视剧无法表达的复杂冷战爆发分开一定是漫长多元的可能也是第一季它真的足够真实足够让人能代替自我并去理解每一个人每一对情侣每一种关系
4277,0,11,0,4,0,1,2,1,最后一幕真像电影在广阔的天空下好像结束了一场持续很久的梦人的情感原来永远都是流动的亲密关系是无解难题在其中几个人身上看到很多自己和旁人的影子曾经在年少无知时和朋友讨论为什么相爱的人会存在分手这样的行为后来发现本身爱就会让人失掉一部分自我世界上根本不存在完美恋情与爱人只有在跌跌撞撞的磨合与感受中让爱成为我们抵御世界冷酷的武器又或者是痛苦之源每当无法言说暗自在相隔万里的言语鸿沟中与自己或是对方斗争在晦暗痛苦与掩饰中挣扎无法找到出路自觉无力时我们只剩下了诚实而勇敢的抉择也告诉自己永远要记得去诚实地面对爱不管写下什么样的结局都让我再次拥抱你
5300,0,4,0,4,0,1,4,0,没想到离婚综艺这么好看婚姻后的爱情说到底就是鸡毛蒜皮里的微弱星火受不得一点风吹草动两个人要辛苦的围着它护着它也很有可能会熄灭虽然节目只有三对却能体现出婚姻的普遍状态好吃懒做的男人躁动烦闷的男人深谙的男人沉迷酒精的男人迫切要孩子的男人还有爱的痛苦唯唯诺诺的女人如此优秀却深陷婚姻绝望的女人
5209,0,4,0,4,0,0,0,0,太好哭了太理解朱洁琼了我只想我爱的人像我爱他一样爱我需要我拥抱我我可以在他面前做一个小孩我要的是在意和关注朱洁琼说要拥抱要结婚照的时候真的绷不住了无数次我都想抱抱他而已只想他在意我而已没有得到的糖是永远无法填补的洞曾经我只希望他送我花直到如今我也没有收到他的花以至于我收到任何一个人的花都会有缺憾和难过因为太爱太难忘那些深埋在心底的伤口无法填补妈的哭死我了
4604,0,14,2,4,0,0,4,0,虽然作为综艺节目会有起承转合的剧本痕迹但还是要给满分是情感类综艺里比较优秀的是一个有思考有温暖的节目首先是三对嘉宾总体上感觉是非常真诚的在镜头前做到这样坦诚在真人秀里是很难得的也正因如此才让节目真情实感也让观众切实的引起共鸣感谢嘉宾的勇敢不管是优点缺点真实的表达都是可爱的其次编导也非常的用心没有为了博眼球而过分剪辑嘉宾选择很成功性格各异也都有戏剧性整个节目基本围绕着嘉宾的互动将相爱相杀彼此进退的关系呈现给观众风景拍的美插曲选的也好配词也贴切游戏设置有意义都很好的烘托了气氛情感这些用心观众都能看见解说团没有讨嫌很多观察也发人深省虽然是离婚综艺但最让人感动的还是爱
7566,0,2,0,4,1,0,0,0,看完就像走过一场长长的电影难过愤怒离别心动泪水风景对话眼神爱以及拥抱人与人之间的羁绊可以这么动容还好生活是没有结尾的
10265,0,4,0,4,0,1,5,0,几乎每一期都看哭了就是好多好多遗憾啊夹杂着讲不清楚表达不了的念头和情绪看弹幕觉得挺悲哀的好多都是这女人真作或者男人就是不行观众们越来越不去体味展现在眼前的微妙情绪了用最简单最格式化的想法去理解最复杂最立体的人虽然看完之后还是挺恐婚的但是它并没有激化我的看法反而让我变平和了其实我恐惧的不是婚姻本身而是伴侣的变化的不确定性爱也会成恨带来伤害虽然现在说这些都太早了托腮
1663,1,2,1,4,0,0,0,0,这世上的男人女人千千万万相识相爱一场该是多么深厚的缘分可最后的伤害悔恨遗憾也是刻骨铭心的没人教我们如何去爱可是想到人生苦短这不就是让我们尽情去爱的最好的理由吗
2781,2,5,0,4,0,0,4,0,改成五星了还有一期番外但是不重要了两个月前和商商吵架自己看了大半天这个节目边看边哭最开始就是章贺喊山那里戳到我中前期一度很磕章鱼后期也曾对章贺非常不爽但是结局还是暴风哭泣如果是剧本只能说郭柯宇太会演了你可以非常投入地感受到她的情绪起伏很动容不过还是倾向是有爱的里面的每个人都有爱已经胜过无数人每个人都有值得你思考的地方非常真实的的情绪关心温暖情感都是真的无能为力的错过也是真的
99,58,6,2,4,0,0,4,0,对最后章和郭的高光时刻的评价：拉了两遍第一遍感性地看第二遍理性地审视都是暴风哭泣今年大陆综艺节目的高光时刻绝对不相信这一幕是剧本写出来演员演出来的这一切的发生都是那么理所应当无论俩人内心有多么厚的壁垒这一刻全部瓦解他们的城池在此刻重新建构起来而这一切都是在节目组编导设置的情景中展现的去掉台标广告和字幕就是电影而且是超越了电影的电影既不是纪录片也不是真人秀更不是剧情片是真实的情感啊最宝贵的曾经存在的情感五味杂陈般的一股脑儿地倾泻而出这一刻如此真挚暴风哭泣
11451,0,9,1,4,0,2,4,0,听沈奕斐的播客后知道了这个综艺抱着学习的心态看完这双男女最戳我的是章与郭在婚姻中情商高会表达就没有问题了吗不会有坏习惯上瘾的人致死是少年你多好遇上没责任心和自制力的人也过不好婚姻有文化有见识就能让伴侣更快乐吗不一定如果对方无法接纳你的理性你的觉醒就是病你被他否定吐槽多少回后还会保有和他分享的热情这是郭身上的沉重而无论这个男人饮酒不解风情泼冷水没仪式感在他穿着白衣骑在马上一身性张力的时候你明明白白还是会心动这是婚姻中的理性与情感的角逐最可怕的还是遇上一个理性而情商不足的人他对你高要求高期待他言语冰凉一次次指责打击你你渐渐习得性无助变得不自信不合群过不下去的还是过不下去靠一个人的努力无用明明两个人都痛苦
12827,0,11,1,4,0,0,1,0,没有劝和也没有有意制造在天密集的交流和相处中抽丝剥茧探讨亲密关系以及所有关系处理沟通表达中的问题与方法嘉宾之间爱情的丰富层次乃至刻骨铭心无数次令人动容就算有毛病他们也都闪光又可爱就算伤痕累累每个人也依然拼尽全力继续相爱或认真道别无论如何都要自洽地拥抱新的开始观察室的暴风哭泣和理性分析都让人共鸣金句频出令观者反思自身也感恩自己的幸运之处最后导演组从拍摄到剪辑从文案到所有的呈现都美丽而深刻是用心又才华横溢的一群人做了一件勇敢的在今天社会很有价值的事再见爱人是我今年最爱的综艺以上
11691,0,2,0,4,0,0,2,0,在感情里每个人都不是只有一面的所以全程我都没有特别讨厌某个嘉宾同时让我更加坚信：走出离婚这一步就不要回头磨合了十几年还是痛苦就要果断放手真的不会更好了面对爱的人永远不要把嘴边的狠话说出来要学会控制情绪造成的伤害是不可逆的执中学长真的很会生产金句
6563,1,0,0,4,0,0,0,0,郭柯宇应该是想再给自己和章贺一个机会吧虽然过去的十年婚姻和一年离婚里已经有过无数次的失望她应该是真的爱过他的吧尽管失望尽管受伤尽管痛苦尽管可能甚至不被爱但自己的心自己知道爱过可能就是真的爱过吧
3774,2,11,3,4,1,1,5,0,感谢这部综艺给了我一场沉浸式的婚姻和爱情体验给了我感动得落泪甜蜜的眩晕深刻地自我反思咬牙切齿的生气暴风般的痛哭还有太多太多不同的情绪让我知道亲密关系是需要用心经营的相处中最重要的事情是真诚的好好沟通快乐和难过都需要和对方交流倾听对方满足对方的需求分手是底线除非真的想清楚了否则永远不要触碰冷战时主动的示好或示弱在爱的人面前面子没那么重要学会控制情绪不要在有极端情绪时说出伤害对方的话说它是我看过最好的综艺毫不过分老王这对给了我最多的泪水这对给了我最多的反思章鱼这对给了我最多的幻想
2648,5,3,0,4,0,0,0,0,总有泪水不自觉的流下来流动的情感落空的期待回避的眼神解不开的错局两人之间能容得下多少热切和无奈亲密关系可遇而不可求得者甚幸
1318,2,23,0,4,0,0,1,0,从头到尾一期不差在我看来是芒果继选秀超女音乐歌手亲子爸爸去哪儿后在情感综艺领域建起的天花板节目在真和秀作品和商品间找到了完美平衡爱情晶莹纯粹但灿然易逝所以当我们谈论爱情往往谈论的是爱或情是爱或情与自我两性角色责任的化合反应其实二者也紧密关联：个体层面丰满自由的灵魂和向内探索的勇气关系层面慷慨无私的给予和携手并肩的成长婚姻层面一往无前的坚定和相濡以沫的扶持就像试金石透视镜能固化飘忽不定的爱情并折射出其伟大所以不要不相信爱情啊只是那个人不对罢了岁月流逝当少年意气远去当无可选择的拔节带来不可逆转的衰老当时光终于告诉我们残酷的答案塞给我们无奈的真理愿我的眼睛依然能流出泪水我的笔下依然能淌出诗意愿我的心底依然相信爱情
